ttrip_id,oeast,onrth,deast,denrth,expan_fac,expan_fac/10,choice,av1,autodis,autotime,num_cars,parking_fare,congcharg,av2,av3,walktime,walkdis,av4,biketime,bikedis,av5,bus_transittime,bus_transitwalktime,bus_transitinvehtime,bus_transitnumtransfers,bus_fare,av6,rail_transittime,rail_transitwalktime,rail_transitinvehtime,rail_transitnumtransfers,rail_fare,av8,pnk_transittime,pnk_fare,pnk_transitnumtransfers,pnk_transitwalktime
70651110101.00,543235,168994,543289,167542,346.03,34.603,1,1,1842,268,1,0.47,0,1,1,1346,1838,1,372,1842,1,992,556,440,0,1.3,0,0,0,0,0,0,1,992,1.3,0,556
60781610106.00,545149,167401,541467,167973,658.3,65.83,1,1,4858,581,1,0.47,0,1,1,3221,4399,1,935,5038,1,1475,716,757,0,1.3,1,1906,895,648,1,1.45,1,1690.5,1.375,0.5,805
90690110401.00,544122,168405,544822,166769,247.25,24.725,1,1,2300,327,2,0.47,0,1,1,1441,1943,1,372,1943,1,1029,801,228,0,1.3,0,0,0,0,0,0,1,1029,1.3,0,801
60782410101.00,544098,166089,543168,165005,543.25,54.325,1,1,1592,272,2,0.47,0,1,1,1201,1592,1,383,1592,1,692,509,180,0,1.3,0,0,0,0,0,0,1,692,1.3,0,509
70781410201.00,544590,166504,547387,169430,324.81,32.481,1,1,6076,768,2,0.47,0,1,1,3857,5349,1,1005,5538,1,2777,1810,967,0,1.3,0,0,0,0,0,0,1,2777,1.3,0,1810
90711610201.00,545897,166344,543210,168258,239.52,23.952,1,1,4726,592,3,0.47,0,1,1,3052,4152,1,899,4683,1,1707,535,1158,0,1.3,1,1892,1465,420,0,1.65,1,1799.5,1.475,0,1000
80712510102.00,546406,166572,546196,165709,298.45,29.845,1,1,1058,242,2,0.47,0,1,1,840,1055,1,252,1058,1,426,138,275,0,1.3,0,0,0,0,0,0,1,426,1.3,0,138
80712110301.00,544940,165643,543802,164935,290.78,29.078,1,1,1820,301,1,0.47,0,1,1,1317,1801,1,323,1844,1,975,740,233,0,1.3,0,0,0,0,0,0,1,975,1.3,0,740
70782210101.00,545259,167088,547503,165864,644.82,64.482,1,1,3589,552,2,0.47,0,1,1,2333,3106,1,854,3748,1,1911,1743,167,0,1.3,0,0,0,0,0,0,1,1911,1.3,0,1743
60690710201.00,546084,169480,546365,166520,489.69,48.969,1,1,5100,586,1,0.47,0,1,1,2973,3965,1,935,4111,1,855,189,666,0,1.3,0,0,0,0,0,0,1,855,1.3,0,189
60441810101.00,548076,170998,547726,170309,395.69,39.569,1,1,1424,365,1,0.47,0,1,1,983,1259,1,360,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50801110201.00,547447,167777,544524,167644,292.11,29.211,1,1,3717,494,1,0.47,0,1,1,2657,3449,1,901,3717,1,1241,641,600,0,1.3,1,1758,408,968,1,1.65,1,1499.5,1.475,0.5,524
90673110301.00,542191,165616,546196,163591,197.47,19.747,1,1,5115,566,2,0.47,0,1,1,3905,5028,1,1353,5113,1,1875,1247,630,0,1.3,0,0,0,0,0,0,1,1875,1.3,0,1247
70780110101.00,544780,166362,545519,165616,300.24,30.024,1,1,1908,272,1,0.47,0,1,1,1128,1493,1,376,1817,1,526,224,310,0,1.3,0,0,0,0,0,0,1,526,1.3,0,224
90710610401.00,544962,165743,547318,164940,313,31.3,1,1,3035,411,1,0.47,0,1,1,2266,3035,1,790,3403,1,1313,448,860,0,1.3,0,0,0,0,0,0,1,1313,1.3,0,448
50781310102.00,543538,171053,544119,167605,674.52,67.452,1,1,5224,661,1,0.47,0,1,1,3676,4876,1,1179,5077,1,1625,283,1340,0,1.3,0,0,0,0,0,0,1,1625,1.3,0,283
50662910101.00,540742,157869,541216,159336,749.85,74.985,1,1,1874,261,1,0.47,0,1,1,1287,1874,1,308,1874,1,569,387,203,0,1.3,0,0,0,0,0,0,1,569,1.3,0,387
50663510101.00,542354,157994,545971,165850,724.31,72.431,1,1,12546,1257,1,0.47,0,1,1,8311,11329,1,2404,12240,1,2665,1270,1395,0,1.3,0,0,0,0,0,0,1,2665,1.3,0,1270
60662210103.00,542587,159426,541438,158848,374.26,37.426,1,1,2514,386,1,0.47,0,1,1,1436,1903,1,559,2106,1,1023,834,180,0,1.3,0,0,0,0,0,0,1,1023,1.3,0,834
60442110301.00,548328,171633,546848,170207,377.57,37.757,1,1,3880,492,2,0.47,0,1,1,2871,3770,1,799,3629,1,2207,1907,300,0,1.3,0,0,0,0,0,0,1,2207,1.3,0,1907
50760210101.00,543046,170877,542576,169795,651.1,65.11,1,1,2446,282,1,0.47,0,1,1,1811,2446,1,582,2449,1,1600,1398,209,0,1.3,0,0,0,0,0,0,1,1600,1.3,0,1398
60781610201.00,544597,167605,543112,168410,623.08,62.308,1,1,3114,362,1,0.47,0,1,1,1602,2203,1,475,2767,1,765,418,336,0,1.3,1,1266,1086,180,0,1.45,1,1015.5,1.375,0,752
70780110102.00,545519,165616,544780,166362,300.24,30.024,1,1,1923,276,1,0.47,0,1,1,1192,1493,1,495,1734,1,501,186,305,0,1.3,0,0,0,0,0,0,1,501,1.3,0,186
70781810401.00,545522,167607,544251,170018,768.61,76.861,1,1,3337,365,2,0.47,0,1,1,2412,3200,1,629,3200,1,716,315,401,0,1.3,0,0,0,0,0,0,1,716,1.3,0,315
90671910101.00,543823,165318,547630,166910,169.34,16.934,1,1,5996,765,1,0.47,0,1,1,3940,5334,1,1226,6101,1,1996,828,1151,0,1.3,0,0,0,0,0,0,1,1996,1.3,0,828
70670410103.00,547110,167293,540620,165814,463.74,46.374,1,1,10008,1137,2,0.47,0,1,1,6508,8596,1,2089,9963,1,2329,906,1448,0,1.3,1,2806,1491,840,1,1.65,1,2567.5,1.475,0.5,1198
60781410101.00,544922,167570,543975,166940,384.26,38.426,1,1,1495,232,1,0.47,0,1,1,1136,1491,1,329,1548,1,955,782,176,0,1.3,0,0,0,0,0,0,1,955,1.3,0,782
70713010202.00,543210,168258,546691,165535,414.54,41.454,1,1,6349,851,1,0.47,0,1,1,3882,5141,1,1175,5673,1,2104,1208,895,0,1.3,1,2427,2059,360,0,1.65,1,2265.5,1.475,0,1633
60801710203.00,547207,167462,546236,166291,382.21,38.221,1,1,1662,320,3,0.47,0,1,1,1242,1593,1,432,1678,1,398,37,360,0,1.3,0,0,0,0,0,0,1,398,1.3,0,37
60672110201.00,543747,164730,546394,166195,320.99,32.099,1,1,3809,587,2,0.47,0,1,1,2650,3713,1,703,3784,1,1226,449,765,0,1.3,0,0,0,0,0,0,1,1226,1.3,0,449
70670410101.00,543148,166974,544822,166769,463.74,46.374,1,1,2427,340,2,0.47,0,1,1,1638,2177,1,459,2177,1,398,72,325,0,1.3,0,0,0,0,0,0,1,398,1.3,0,72
50662510201.00,541970,158993,541082,160848,453.06,45.306,1,1,2270,213,2,0.47,0,1,1,1662,2264,1,480,2270,1,373,169,204,0,1.3,0,0,0,0,0,0,1,373,1.3,0,169
90711610101.00,545897,166344,546579,165239,298.9,29.89,1,1,2007,323,3,0.47,0,1,1,1342,1738,1,531,1925,1,1176,1087,83,0,1.3,0,0,0,0,0,0,1,1176,1.3,0,1087
80801810102.00,546890,164041,545766,163568,321.39,32.139,1,1,1318,189,1,0.47,0,1,1,986,1318,1,317,1318,1,474,333,151,0,1.3,0,0,0,0,0,0,1,474,1.3,0,333
60660810102.00,542587,159426,543018,159996,392.08,39.208,1,1,2685,425,3,0.47,0,1,1,1953,2683,1,514,2685,1,825,484,309,0,1.3,0,0,0,0,0,0,1,825,1.3,0,484
50662910102.00,541216,159336,541872,158847,749.85,74.985,1,1,820,95,1,0.47,0,1,1,769,820,1,433,820,1,306,180,125,0,1.3,0,0,0,0,0,0,1,306,1.3,0,180
90673010401.00,544272,165750,545157,166602,183.54,18.354,1,1,2279,297,1,0.47,0,1,1,1589,2187,1,467,2400,1,912,744,167,0,1.3,0,0,0,0,0,0,1,912,1.3,0,744
80711010201.00,546207,166502,544383,167710,431.22,43.122,1,1,3977,512,2,0.47,0,1,1,2311,3051,1,682,3202,1,1421,518,902,0,1.3,1,1376,1189,180,0,1.65,1,1398.5,1.475,0,853
80712510301.00,547058,164705,546196,165709,296.88,29.688,1,1,1875,237,2,0.47,0,1,1,1102,1626,1,244,1626,1,589,317,278,0,1.3,0,0,0,0,0,0,1,589,1.3,0,317
80781410101.00,544596,166487,544915,165086,712.54,71.254,1,1,2664,366,2,0.47,0,1,1,1777,2341,1,600,2567,1,1279,1080,175,0,1.3,0,0,0,0,0,0,1,1279,1.3,0,1080
80810710401.00,546685,169182,547213,166614,418.98,41.898,1,1,3447,580,1,0.47,0,1,1,2504,3304,1,787,3539,1,1530,989,540,0,1.3,0,0,0,0,0,0,1,1530,1.3,0,989
80672210501.00,543207,165308,543802,164935,546.69,54.669,1,1,951,157,2,0.47,0,1,1,717,951,1,250,951,1,424,308,96,0,1.3,0,0,0,0,0,0,1,424,1.3,0,308
70650310101.00,541647,167790,542372,168768,451.76,45.176,1,1,1606,266,1,0.47,0,1,1,1076,1451,1,300,1583,1,965,891,87,0,1.3,1,1014,245,480,1,1.45,1,989.5,1.375,0.5,568
70780410501.00,543098,168504,542275,168896,138.37,13.837,1,1,1450,180,2,0.47,0,1,1,1038,1401,1,309,1415,1,737,592,144,0,1.3,0,0,0,0,0,0,1,737,1.3,0,592
70670410301.00,543148,166974,544822,166769,361.31,36.131,1,1,2427,340,2,0.47,0,1,1,1638,2177,1,459,2177,1,398,72,325,0,1.3,0,0,0,0,0,0,1,398,1.3,0,72
50801110101.00,547447,167777,544524,167644,153.54,15.354,1,1,3717,494,1,0.47,0,1,1,2657,3449,1,901,3717,1,1241,641,600,0,1.3,1,1758,408,968,1,1.65,1,1499.5,1.475,0.5,524
90671610302.00,543393,169478,540740,166102,294.21,29.421,1,1,5870,732,2,0.47,0,1,1,4362,5841,1,1267,6155,1,2245,446,1500,1,1.3,1,2039,593,1177,1,1.45,1,2142,1.375,1,519
80672310201.00,543309,165282,544208,164256,570.02,57.002,1,1,1695,301,1,0.47,0,1,1,1292,1696,1,438,1696,1,696,538,192,0,1.3,0,0,0,0,0,0,1,696,1.3,0,538
80712110202.00,543802,164935,544940,165643,292.74,29.274,1,1,1811,309,1,0.47,0,1,1,1328,1801,1,337,1856,1,986,698,269,0,1.3,0,0,0,0,0,0,1,986,1.3,0,698
50783510102.00,545051,166028,543708,165847,422.66,42.266,1,1,1729,245,1,0.47,0,1,1,1247,1707,1,421,1716,1,924,762,161,0,1.3,0,0,0,0,0,0,1,924,1.3,0,762
70671210102.00,543289,167542,544418,167487,421.03,42.103,1,1,1368,181,1,0.47,0,1,1,982,1287,1,344,1406,1,439,277,167,0,1.3,0,0,0,0,0,0,1,439,1.3,0,277
80681210101.00,546717,164524,545698,165100,580.71,58.071,1,1,1796,246,1,0.47,0,1,1,1130,1590,1,372,1796,1,703,444,225,0,1.3,0,0,0,0,0,0,1,703,1.3,0,444
80711710102.00,541797,165342,543168,165005,264.18,26.418,1,1,1800,345,1,0.47,0,1,1,1337,1714,1,457,1800,1,530,305,225,0,1.3,0,0,0,0,0,0,1,530,1.3,0,305
80802610301.00,546630,166107,545962,165167,379.11,37.911,1,1,1575,260,2,0.47,0,1,1,1111,1505,1,331,1609,1,715,442,247,0,1.3,0,0,0,0,0,0,1,715,1.3,0,442
50662910501.00,540742,157869,541216,159336,589.58,58.958,1,1,1874,261,1,0.47,0,1,1,1287,1874,1,308,1874,1,569,387,203,0,1.3,0,0,0,0,0,0,1,569,1.3,0,387
70711810102.00,543802,164935,545936,165374,508.92,50.892,1,1,2862,426,3,0.47,0,1,1,2022,2851,1,547,2903,1,1178,765,395,0,1.3,0,0,0,0,0,0,1,1178,1.3,0,765
60810210201.00,546427,167545,543802,164935,346.49,34.649,1,1,5199,624,2,0.47,0,1,1,3783,4948,1,1171,5066,1,2287,1071,1220,0,1.3,0,0,0,0,0,0,1,2287,1.3,0,1071
80811210101.00,545921,168452,542533,169755,1019.14,101.914,1,1,4755,647,1,0.47,0,1,1,3626,4755,1,1232,5629,1,2445,1683,475,1,1.3,1,1963,1662,300,0,1.45,1,2204,1.375,0.5,1672
90781010201.00,543624,167174,544733,172133,463.09,46.309,1,1,8167,803,1,0.47,0,1,1,5337,7249,1,1617,7976,1,3026,1123,1416,1,1.3,0,0,0,0,0,0,1,3026,1.3,1,1123
60810410202.00,546451,168069,546346,170945,374.49,37.449,1,1,4456,591,2,0.47,0,1,1,3189,4264,1,877,4403,1,1257,537,720,0,1.3,0,0,0,0,0,0,1,1257,1.3,0,537
50712110103.00,543478,164974,545306,165966,1079.89,107.989,1,1,2861,343,1,0.47,0,1,1,2083,2856,1,547,2917,1,1039,671,350,0,1.3,0,0,0,0,0,0,1,1039,1.3,0,671
60802710202.00,547726,170309,546883,166628,465.68,46.568,1,1,4567,669,1,0.47,0,1,1,3492,4567,1,962,4566,1,1704,981,711,0,1.3,0,0,0,0,0,0,1,1704,1.3,0,981
70711810501.00,545936,165374,543802,164935,435.95,43.595,1,1,2871,407,3,0.47,0,1,1,2208,2851,1,699,2866,1,1243,497,773,0,1.3,0,0,0,0,0,0,1,1243,1.3,0,497
50801110103.00,547447,167777,546296,166172,153.54,15.354,1,1,2510,447,1,0.47,0,1,1,1884,2440,1,593,2526,1,977,451,525,0,1.3,0,0,0,0,0,0,1,977,1.3,0,451
80710710202.00,547122,168452,545601,166590,287.81,28.781,1,1,3553,443,2,0.47,0,1,1,2466,3220,1,738,3192,1,1699,853,845,0,1.3,0,0,0,0,0,0,1,1699,1.3,0,853
80810410101.00,546505,168161,543538,171053,496.96,49.696,1,1,5187,671,1,0.47,0,1,1,3653,4800,1,1173,5108,1,1230,555,676,0,1.3,1,2229,644,960,1,2.25,1,1729.5,1.775,0.5,599
50711110101.00,545790,165466,545961,164687,289.42,28.942,1,1,1141,212,1,0.47,0,1,1,904,1137,1,406,1140,1,418,296,150,0,1.3,0,0,0,0,0,0,1,418,1.3,0,296
80660110201.00,541404,158170,542587,159426,505.76,50.576,1,1,3522,456,2,0.47,0,1,1,1861,2360,1,844,2547,1,1540,1184,360,0,1.3,0,0,0,0,0,0,1,1540,1.3,0,1184
60662210102.00,541388,158107,542587,159426,374.26,37.426,1,1,3574,465,1,0.47,0,1,1,1897,2412,1,851,2599,1,1575,1220,360,0,1.3,0,0,0,0,0,0,1,1575,1.3,0,1220
80781410301.00,544596,166487,544915,165086,707.78,70.778,1,1,2664,366,2,0.47,0,1,1,1777,2341,1,600,2567,1,1279,1080,175,0,1.3,0,0,0,0,0,0,1,1279,1.3,0,1080
60802710102.00,547726,170309,546883,166628,466.11,46.611,1,1,4567,669,1,0.47,0,1,1,3492,4567,1,962,4566,1,1704,981,711,0,1.3,0,0,0,0,0,0,1,1704,1.3,0,981
80781410401.00,544596,166487,544915,165086,564.83,56.483,1,1,2664,366,2,0.47,0,1,1,1777,2341,1,600,2567,1,1279,1080,175,0,1.3,0,0,0,0,0,0,1,1279,1.3,0,1080
50711710301.00,545386,165787,543802,164935,540.75,54.075,1,1,2108,283,1,0.47,0,1,1,1580,2089,1,445,2104,1,830,529,300,0,1.3,0,0,0,0,0,0,1,830,1.3,0,529
50663510301.00,542354,157994,545971,165850,532.1,53.21,1,1,12546,1257,1,0.47,0,1,1,8311,11329,1,2404,12240,1,2665,1270,1395,0,1.3,0,0,0,0,0,0,1,2665,1.3,0,1270
50713510301.00,545454,165001,544325,169679,393.2,39.32,1,1,6376,766,2,0.47,0,1,1,4686,6244,1,1382,6371,1,2176,1185,990,0,1.3,1,2541,2175,360,0,1.65,1,2358.5,1.475,0,1680
50782710201.00,545159,167690,544524,167644,338.77,33.877,1,1,1064,176,1,0.47,0,1,1,556,763,1,129,763,1,427,372,54,0,1.3,0,0,0,0,0,0,1,427,1.3,0,372
50712110101.00,545306,165966,546824,165106,1079.89,107.989,1,1,2094,383,1,0.47,0,1,1,1546,2064,1,536,2446,1,1091,820,283,0,1.3,0,0,0,0,0,0,1,1091,1.3,0,820
60801710202.00,548238,164216,547207,167462,382.21,38.221,1,1,3711,363,3,0.47,0,1,1,2545,3693,1,554,3711,1,2040,0,1380,1,1.3,0,0,0,0,0,0,1,2040,1.3,1,0
90800110201.00,547276,167528,544956,170418,459.85,45.985,1,1,5211,661,1,0.47,0,1,1,3891,5100,1,1246,5652,1,1922,1242,662,0,1.3,0,0,0,0,0,0,1,1922,1.3,0,1242
50800310501.00,546462,167414,547503,165864,581.38,58.138,1,1,3027,478,2,0.47,0,1,1,2135,2798,1,708,2802,1,1664,1463,192,0,1.3,0,0,0,0,0,0,1,1664,1.3,0,1463
70812010102.00,544612,169787,547444,168449,586.26,58.626,1,1,3557,431,1,0.47,0,1,1,2542,3549,1,667,3557,1,1193,801,392,0,1.3,0,0,0,0,0,0,1,1193,1.3,0,801
80672210401.00,543207,165308,543802,164935,546.69,54.669,1,1,951,157,2,0.47,0,1,1,717,951,1,250,951,1,424,308,96,0,1.3,0,0,0,0,0,0,1,424,1.3,0,308
50800310203.00,547503,165864,546462,167414,739.42,73.942,1,1,2798,468,2,0.47,0,1,1,2008,2798,1,582,2798,1,1526,1177,297,0,1.3,0,0,0,0,0,0,1,1526,1.3,0,1177
60711110101.00,544248,164729,545519,163917,684.96,68.496,1,1,3175,391,1,0.47,0,1,1,1257,1795,1,310,1795,1,659,422,240,0,1.3,0,0,0,0,0,0,1,659,1.3,0,422
50712110102.00,546824,165106,543478,164974,1079.89,107.989,1,1,4918,661,1,0.47,0,1,1,3454,4602,1,1064,4627,1,2111,1208,915,0,1.3,0,0,0,0,0,0,1,2111,1.3,0,1208
130801710205.00,545712,164469,546733,165884,432.09,43.209,1,1,2823,411,2,0.47,0,1,1,1905,2510,1,636,2545,1,1067,674,374,0,1.3,0,0,0,0,0,0,1,1067,1.3,0,674
130690610102.00,544319,169675,544353,171868,714.71,71.471,1,1,3057,469,1,0.47,0,1,1,1775,2498,1,509,2535,1,1097,609,480,0,1.3,0,0,0,0,0,0,1,1097,1.3,0,609
140781910202.00,544427,167561,545058,168012,529.66,52.966,1,1,1546,276,1,0.47,0,1,1,799,1064,1,284,1064,1,542,486,55,0,1.3,0,0,0,0,0,0,1,542,1.3,0,486
140802410201.00,547177,167430,543478,164974,310.86,31.086,1,1,6539,775,1,0.47,0,1,1,4274,5498,1,1467,6400,1,2194,289,1905,0,1.3,0,0,0,0,0,0,1,2194,1.3,0,289
130801710402.00,546189,166187,545712,164469,307.94,30.794,1,1,2174,345,2,0.47,0,1,1,1662,2134,1,510,2174,1,824,314,495,0,1.3,0,0,0,0,0,0,1,824,1.3,0,314
130711010501.00,546314,166651,547305,166927,301.87,30.187,1,1,2421,427,2,0.47,0,1,1,1052,1358,1,405,1593,1,958,778,180,0,1.3,0,0,0,0,0,0,1,958,1.3,0,778
130801610202.00,544428,163140,546889,166560,480.77,48.077,1,1,5721,625,3,0.47,0,1,1,3591,4939,1,1102,5316,1,2312,1772,528,0,1.3,0,0,0,0,0,0,1,2312,1.3,0,1772
140801610201.00,546921,166179,544850,165103,384.56,38.456,1,1,2979,389,1,0.47,0,1,1,2167,2817,1,734,2979,1,1221,495,738,0,1.3,0,0,0,0,0,0,1,1221,1.3,0,495
140781910203.00,545058,168012,543854,170904,529.66,52.966,1,1,3945,505,1,0.47,0,1,1,2929,3950,1,835,3971,1,1014,441,573,0,1.3,0,0,0,0,0,0,1,1014,1.3,0,441
130661810101.00,541175,159761,546025,165930,419.52,41.952,1,1,11398,1063,1,0.47,0,1,1,7499,10240,1,2197,10545,1,2245,590,1655,0,1.3,0,0,0,0,0,0,1,2245,1.3,0,590
140810610301.00,546084,168236,548238,164216,465.63,46.563,1,1,5774,611,1,0.47,0,1,1,4034,5218,1,1309,5474,1,3000,1699,1298,0,1.3,0,0,0,0,0,0,1,3000,1.3,0,1699
140810610701.00,546084,168236,548238,164216,347.09,34.709,1,1,5774,611,1,0.47,0,1,1,4034,5218,1,1309,5474,1,3000,1699,1298,0,1.3,0,0,0,0,0,0,1,3000,1.3,0,1699
140781410202.00,543168,165005,544418,167487,589.46,58.946,1,1,3822,526,3,0.47,0,1,1,2657,3666,1,745,3749,1,1273,261,1020,0,1.3,1,1200,363,600,1,1.65,1,1236.5,1.475,0.5,312
140801610101.00,546921,166179,544850,165103,384.88,38.488,1,1,2979,389,1,0.47,0,1,1,2167,2817,1,734,2979,1,1221,495,738,0,1.3,0,0,0,0,0,0,1,1221,1.3,0,495
130782810201.00,545245,166551,546193,166288,382.41,38.241,1,1,1806,265,1,0.47,0,1,1,1283,1804,1,352,1806,1,1141,562,578,0,1.3,0,0,0,0,0,0,1,1141,1.3,0,562
130660310101.00,542253,158092,541216,159336,415.59,41.559,1,1,1939,254,2,0.47,0,1,1,1372,1939,1,372,1963,1,1023,900,120,0,1.3,0,0,0,0,0,0,1,1023,1.3,0,900
130660410201.00,541440,158872,546579,165277,410.26,41.026,1,1,11265,1078,2,0.47,0,1,1,7985,10876,1,2359,10914,1,2699,1063,1635,0,1.3,0,0,0,0,0,0,1,2699,1.3,0,1063
130802210301.00,547596,168364,547207,167462,231.02,23.102,1,1,1572,236,1,0.47,0,1,1,998,1341,1,290,1342,1,566,304,261,0,1.3,0,0,0,0,0,0,1,566,1.3,0,304
130810710101.00,546124,168228,546245,167890,363.62,36.362,1,1,952,128,2,0.47,0,1,1,511,661,1,172,661,1,577,383,203,0,1.3,0,0,0,0,0,0,1,577,1.3,0,383
140810610101.00,546084,168236,548238,164216,360.98,36.098,1,1,5774,611,1,0.47,0,1,1,4034,5218,1,1309,5474,1,3000,1699,1298,0,1.3,0,0,0,0,0,0,1,3000,1.3,0,1699
130660310401.00,542253,158092,541216,159336,320.98,32.098,1,1,1939,254,2,0.47,0,1,1,1372,1939,1,372,1963,1,1023,900,120,0,1.3,0,0,0,0,0,0,1,1023,1.3,0,900
130712210101.00,546164,165045,545479,165855,403.64,40.364,1,1,1437,293,1,0.47,0,1,1,911,1165,1,476,1437,1,586,406,141,0,1.3,0,0,0,0,0,0,1,586,1.3,0,406
130780210401.00,543837,165813,545712,164469,244.1,24.41,1,1,3711,481,1,0.47,0,1,1,2617,3516,1,831,3999,1,1557,1014,506,0,1.3,0,0,0,0,0,0,1,1557,1.3,0,1014
130681610201.00,544719,161719,547136,162629,407.59,40.759,1,1,8153,653,1,0.47,0,1,1,2785,3831,1,839,4261,1,1868,1590,240,0,1.3,0,0,0,0,0,0,1,1868,1.3,0,1590
130711010101.00,546314,166651,547305,166927,414.67,41.467,1,1,2421,427,2,0.47,0,1,1,1052,1358,1,405,1593,1,958,778,180,0,1.3,0,0,0,0,0,0,1,958,1.3,0,778
140810610202.00,548238,164216,543413,165061,368.18,36.818,1,1,6431,654,1,0.47,0,1,1,4136,5672,1,1198,5672,1,2011,347,1387,1,1.3,0,0,0,0,0,0,1,2011,1.3,1,347
140682910101.00,545928,164095,544479,165132,461.67,46.167,1,1,2966,414,1,0.47,0,1,1,1807,2369,1,754,2936,1,1599,1519,98,0,1.3,0,0,0,0,0,0,1,1599,1.3,0,1519
130810710401.00,546124,168228,546245,167890,290.59,29.059,1,1,952,128,2,0.47,0,1,1,511,661,1,172,661,1,577,383,203,0,1.3,0,0,0,0,0,0,1,577,1.3,0,383
130801610201.00,546889,166560,544428,163140,480.77,48.077,1,1,5714,606,3,0.47,0,1,1,3799,4937,1,1302,5343,1,1958,1438,501,0,1.3,0,0,0,0,0,0,1,1958,1.3,0,1438
140811210103.00,545974,168514,544622,166870,270.42,27.042,1,1,3202,390,1,0.47,0,1,1,2259,3066,1,657,3066,1,1743,1620,122,0,1.3,0,0,0,0,0,0,1,1743,1.3,0,1620
140802410101.00,547177,167430,543478,164974,298.48,29.848,1,1,6539,775,1,0.47,0,1,1,4274,5498,1,1467,6400,1,2194,289,1905,0,1.3,0,0,0,0,0,0,1,2194,1.3,0,289
140681210201.00,546693,164519,546902,164038,613.42,61.342,1,1,1175,180,1,0.47,0,1,1,758,1001,1,262,1120,1,436,207,216,0,1.3,0,0,0,0,0,0,1,436,1.3,0,207
130682210201.00,545829,164342,542538,166952,523.35,52.335,1,1,6387,664,1,0.47,0,1,1,4328,5837,1,1304,5837,1,1717,785,935,0,1.3,0,0,0,0,0,0,1,1717,1.3,0,785
130662410101.00,541033,158115,543285,159317,401.64,40.164,1,1,4225,506,2,0.47,0,1,1,2621,3458,1,912,3680,1,1777,1366,448,0,1.3,0,0,0,0,0,0,1,1777,1.3,0,1366
130651510101.00,542084,165872,545479,165855,469.59,46.959,1,1,4800,636,4,0.47,0,1,1,3284,4356,1,1011,4585,1,1140,490,707,0,1.3,0,0,0,0,0,0,1,1140,1.3,0,490
130441610301.00,547136,171160,544701,170425,788.81,78.881,1,1,3296,428,2,0.47,0,1,1,2585,3281,1,851,3233,1,1080,148,665,1,1.3,0,0,0,0,0,0,1,1080,1.3,1,148
130800810102.00,546486,169569,546889,166818,664.54,66.454,1,1,3422,465,2,0.47,0,1,1,2589,3418,1,847,4130,1,1410,513,881,0,1.3,0,0,0,0,0,0,1,1410,1.3,0,513
140810910101.00,546629,168787,546030,169583,350.72,35.072,1,1,1714,252,1,0.47,0,1,1,1027,1367,1,334,1515,1,403,249,154,0,1.3,0,0,0,0,0,0,1,403,1.3,0,249
140781910201.00,545058,168012,544427,167561,529.66,52.966,1,1,1569,253,1,0.47,0,1,1,817,1064,1,288,1018,1,520,464,54,0,1.3,0,0,0,0,0,0,1,520,1.3,0,464
130660410301.00,541440,158872,546579,165277,320.98,32.098,1,1,11265,1078,2,0.47,0,1,1,7985,10876,1,2359,10914,1,2699,1063,1635,0,1.3,0,0,0,0,0,0,1,2699,1.3,0,1063
130801710204.00,546189,166187,545712,164469,432.09,43.209,1,1,2174,345,2,0.47,0,1,1,1662,2134,1,510,2174,1,824,314,495,0,1.3,0,0,0,0,0,0,1,824,1.3,0,314
130680110201.00,544004,164260,542390,159245,476.48,47.648,1,1,9321,923,1,0.47,0,1,1,6115,8093,1,1933,8145,1,2032,1267,788,0,1.3,0,0,0,0,0,0,1,2032,1.3,0,1267
140682910301.00,545928,164095,544479,165132,387.28,38.728,1,1,2966,414,1,0.47,0,1,1,1807,2369,1,754,2936,1,1599,1519,98,0,1.3,0,0,0,0,0,0,1,1599,1.3,0,1519
130712210102.00,545479,165855,546164,165045,403.64,40.364,1,1,1213,216,1,0.47,0,1,1,846,1165,1,356,1165,1,385,232,152,0,1.3,0,0,0,0,0,0,1,385,1.3,0,232
140810310101.00,545893,167650,544033,171268,354.9,35.49,1,1,4797,597,1,0.47,0,1,1,3502,4735,1,1001,4797,1,1476,794,682,0,1.3,0,0,0,0,0,0,1,1476,1.3,0,794
140811210401.00,545974,168514,544622,166870,254.93,25.493,1,1,3202,390,1,0.47,0,1,1,2259,3066,1,657,3066,1,1743,1620,122,0,1.3,0,0,0,0,0,0,1,1743,1.3,0,1620
140811110401.00,546512,168553,547333,166122,611.08,61.108,1,1,3401,518,1,0.47,0,1,1,2457,3266,1,800,3401,1,1710,1140,590,0,1.3,0,0,0,0,0,0,1,1710,1.3,0,1140
130810710301.00,546124,168228,546245,167890,264.71,26.471,1,1,952,128,2,0.47,0,1,1,511,661,1,172,661,1,577,383,203,0,1.3,0,0,0,0,0,0,1,577,1.3,0,383
130811010201.00,546633,169026,546482,170127,406.56,40.656,1,1,1919,247,1,0.47,0,1,1,950,1290,1,320,1511,1,689,417,259,0,1.3,0,0,0,0,0,0,1,689,1.3,0,417
130800910102.00,543538,171053,547386,166360,1031.58,103.158,1,1,7128,944,1,0.47,0,1,1,5250,7118,1,1524,7128,1,2227,1318,907,0,1.3,0,0,0,0,0,0,1,2227,1.3,0,1318
